event_id_a,event_id_b,source_a,source_b,date_similarity,location_similarity,description_similarity,same_event,decision,event_typology,review_notes
NEI-2021-NL-007,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,576.03_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 576.0 km and 2 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-NL-009,NEI-2021-NL-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),82_DAYS_DIFF,48.43_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 48.4 km and 82 days. Roads: '' vs 'Pfutsero-Khomi-Phek'.
NEI-2021-NL-009,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),82_DAYS_DIFF,46.54_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 46.5 km and 82 days. Roads: '' vs 'Pfutsero-Lanye'.
NEI-2021-NL-010,NEI-2021-NL-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),34_DAYS_DIFF,25.01_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 25.0 km and 34 days. Roads: '' vs ''.
NEI-2021-NL-010,NEI-2021-NL-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),17_DAYS_DIFF,46.86_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 46.9 km and 17 days. Roads: '' vs 'Pfutsero-Khomi-Phek'.
NEI-2021-NL-010,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),17_DAYS_DIFF,46.28_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 46.3 km and 17 days. Roads: '' vs 'Pfutsero-Lanye'.
NEI-2021-NL-011,NEI-2021-NL-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),17_DAYS_DIFF,28.51_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 28.5 km and 17 days. Roads: '' vs 'Pfutsero-Khomi-Phek'.
NEI-2021-NL-011,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),17_DAYS_DIFF,31.44_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.4 km and 17 days. Roads: '' vs 'Pfutsero-Lanye'.
NEI-2021-NL-012,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,7.12_KM,MODERATE,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (7.1 km apart; Loc A: '' vs Loc B: ''). Roads: 'Pfutsero-Khomi-Phek' vs 'Pfutsero-Lanye'.
NEI-2021-NL-012,NEI-2021-SK-003,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,613.85_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 613.8 km and 2 days. Roads: 'Pfutsero-Khomi-Phek' vs ''.
NEI-2021-NL-012,NEI-2021-SK-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,613.90_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 613.9 km and 1 days. Roads: 'Pfutsero-Khomi-Phek' vs ''.
NEI-2021-NL-012,NEI-2021-SK-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,608.10_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 608.1 km and 1 days. Roads: 'Pfutsero-Khomi-Phek' vs ''.
NEI-2021-NL-012,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,613.42_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 613.4 km and 1 days. Roads: 'Pfutsero-Khomi-Phek' vs ''.
NEI-2021-NL-012,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,618.93_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 618.9 km and 0 days. Roads: 'Pfutsero-Khomi-Phek' vs ''.
NEI-2021-NL-012,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,627.03_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 627.0 km and 1 days. Roads: 'Pfutsero-Khomi-Phek' vs ''.
NEI-2021-NL-012,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,611.63_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 611.6 km and 0 days. Roads: 'Pfutsero-Khomi-Phek' vs 'NH 10'.
NEI-2021-NL-012,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,632.33_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 632.3 km and 1 days. Roads: 'Pfutsero-Khomi-Phek' vs 'Joerthang Legship Road -'.
NEI-2021-NL-013,NEI-2021-SK-003,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,611.27_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 611.3 km and 2 days. Roads: 'Pfutsero-Lanye' vs ''.
NEI-2021-NL-013,NEI-2021-SK-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,611.32_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 611.3 km and 1 days. Roads: 'Pfutsero-Lanye' vs ''.
NEI-2021-NL-013,NEI-2021-SK-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,605.43_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 605.4 km and 1 days. Roads: 'Pfutsero-Lanye' vs ''.
NEI-2021-NL-013,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,610.82_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 610.8 km and 1 days. Roads: 'Pfutsero-Lanye' vs ''.
NEI-2021-NL-013,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,616.03_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 616.0 km and 0 days. Roads: 'Pfutsero-Lanye' vs ''.
NEI-2021-NL-013,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,624.46_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 624.5 km and 1 days. Roads: 'Pfutsero-Lanye' vs ''.
NEI-2021-NL-013,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,609.23_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 609.2 km and 0 days. Roads: 'Pfutsero-Lanye' vs 'NH 10'.
NEI-2021-NL-013,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,629.73_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 629.7 km and 1 days. Roads: 'Pfutsero-Lanye' vs 'Joerthang Legship Road -'.
NEI-2021-NL-014,NEI-2021-NL-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),60_DAYS_DIFF,12.33_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 12.3 km and 60 days. Roads: '' vs ''.
NEI-2021-SK-001,NEI-2021-SK-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,46.81_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (46.8 km apart; Loc A: 'Samsing Shanti turn' vs Loc B: 'Muneew Taraybhir stretch'). Roads: 'Pakyong to Assam Lingsey Road' vs 'Soreng Sombaria Road'.
NEI-2021-SK-001,NEI-2021-SK-003,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),26_DAYS_DIFF,23.59_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 23.6 km and 26 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,23.65_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 23.7 km and 25 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,14.49_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 14.5 km and 25 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,21.51_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 21.5 km and 25 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),57_DAYS_DIFF,8.29_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 8.3 km and 57 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),67_DAYS_DIFF,23.11_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 23.1 km and 67 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),152_DAYS_DIFF,17.97_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 18.0 km and 152 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),16_DAYS_DIFF,1.84_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 1.8 km and 16 days. Roads: 'Pakyong to Assam Lingsey Road' vs 'La turning-Basilakha Road'.
NEI-2021-SK-001,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),24_DAYS_DIFF,18.03_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 18.0 km and 24 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,32.50_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 32.5 km and 25 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),24_DAYS_DIFF,38.60_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 38.6 km and 24 days. Roads: 'Pakyong to Assam Lingsey Road' vs 'NH 10'.
NEI-2021-SK-001,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,35.05_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 35.0 km and 25 days. Roads: 'Pakyong to Assam Lingsey Road' vs 'Joerthang Legship Road -'.
NEI-2021-SK-001,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),3_DAYS_DIFF,30.58_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.6 km and 3 days. Roads: 'Pakyong to Assam Lingsey Road' vs 'Joerthang Legship Road -'.
NEI-2021-SK-001,NEI-2021-SK-016,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),84_DAYS_DIFF,8.53_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 8.5 km and 84 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),76_DAYS_DIFF,10.37_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 10.4 km and 76 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-SK-018,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),5_DAYS_DIFF,45.24_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 45.2 km and 5 days. Roads: 'Pakyong to Assam Lingsey Road' vs 'Bongten-Changay road'.
NEI-2021-SK-001,NEI-2021-TR-001,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,530.31_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 530.3 km and 2 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-001,NEI-2021-TR-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,532.75_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 532.8 km and 2 days. Roads: 'Pakyong to Assam Lingsey Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-003,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),26_DAYS_DIFF,31.25_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.2 km and 26 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,31.19_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.2 km and 25 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,37.64_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 37.6 km and 25 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,31.71_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.7 km and 25 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),57_DAYS_DIFF,48.68_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 48.7 km and 57 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),67_DAYS_DIFF,31.93_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.9 km and 67 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),16_DAYS_DIFF,45.23_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 45.2 km and 16 days. Roads: 'Soreng Sombaria Road' vs 'La turning-Basilakha Road'.
NEI-2021-SK-002,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),24_DAYS_DIFF,40.20_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 40.2 km and 24 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,18.12_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 18.1 km and 25 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),24_DAYS_DIFF,37.89_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 37.9 km and 24 days. Roads: 'Soreng Sombaria Road' vs 'NH 10'.
NEI-2021-SK-002,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,12.82_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 12.8 km and 25 days. Roads: 'Soreng Sombaria Road' vs 'Joerthang Legship Road -'.
NEI-2021-SK-002,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),3_DAYS_DIFF,16.70_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 16.7 km and 3 days. Roads: 'Soreng Sombaria Road' vs 'Joerthang Legship Road -'.
NEI-2021-SK-002,NEI-2021-SK-016,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),84_DAYS_DIFF,48.84_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 48.8 km and 84 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),76_DAYS_DIFF,49.38_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 49.4 km and 76 days. Roads: 'Soreng Sombaria Road' vs ''.
